"Officer.number";"Years.employed";"Age";"Officer.sex";"Officer.race";"Officer.department";"Officer.division";"Officer.sub.division.A";"Officer.sub.division.B"
"750";"c20d93b0cf42d9fc97d2b70a515e9ac3";"28";"48";"M";"Black / African American";"PIB - Public Integrity Bureau";"Staff";"Staff";""
"751";"8fa0daec38928998e5275cee03bf0cd7";"45";"79";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"Staff";""
"752";"34bf9fab1157f7e3170211d0d08254ab";"53";"74";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"753";"e7155d4bd17e649a5ad753b711fede58";"46";"66";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"754";"f0049192d18ba08bfbb0a0baa06d8884";"43";"66";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"755";"c66987ccf72f0a3e346bdbf0c6ee7770";"48";"67";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"756";"30bc6422a473edb15d575fd2ed46898d";"46";"66";"M";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"757";"7d9a3091235e372c809efa89610b51e7";"50";"70";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"758";"8ae278784d27f77b5b3e357ac7f37725";"50";"74";"M";"White";"PIB - Public Integrity Bureau";"NULL";"NULL";"NULL"
"759";"137709aae0bd8e0ce954d3564475de19";"41";"64";"M";"Black / African American";"FOB - Field Operations Bureau";"Sixth District";"C Platoon";""
"760";"0a5fe66c6b3f9d4f19f187a6f80b52be";"42";"65";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"761";"30c6adeee08f04ff6c13c531b9927246";"36";"56";"M";"White";"FOB - Field Operations Bureau";"Staff";"";""
"762";"06dd7109c32fff01dffd1bf5ce7cf3de";"35";"65";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"763";"308df7d75a98ad2807f65fafdc07ca79";"45";"69";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"764";"4c9cb591d0a9cda0b7b4f1fa6f8e40ca";"44";"62";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"765";"2d7a7e3c385cd075b2e9cc5d622b5f7c";"36";"73";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"766";"b44cb0da3eb43749c9c0e40ebf14ae1a";"22";"51";"M";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Central Evidence & Property Section ";"Staff"
"767";"459d204bb6c1558ea8b3d997e48996b0";"47";"69";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"768";"5a567bfff3ffeb4722a90a281879bdf8";"34";"55";"M";"White";"NULL";"NULL";"NULL";"NULL"
"769";"4ed301d31d49956f5b55f288b1dfbafd";"42";"64";"F";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"770";"de5f4e9b8a8f7025dc06dd7566beed22";"28";"52";"M";"White";"Office of the Superintendant";"Staff Division ";"Compliance Section";""
"771";"6c1b4dee0af31a612191e94ca7b1eea3";"41";"69";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"772";"dd3c5ec994d68c60e1abf92f3770ff24";"38";"63";"M";"Native American";"Compliance Bureau";"NULL";"NULL";"NULL"
"773";"95b48e60332446cf274ed03ad060cdd2";"38";"63";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"774";"95bfcbb1929cce1f52f0055b127e41f5";"25";"49";"M";"White";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"775";"2d896539b44cd2e2fad43286ecb17b82";"36";"57";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"776";"37f87d4aafaa74d950c11990032bd3bd";"51";"72";"M";"White";"NULL";"NULL";"NULL";"NULL"
"777";"d158ca0f9c6f0290ff4211a53a7d78c8";"52";"76";"M";"White";"NULL";"NULL";"NULL";"NULL"
"778";"088459b2025cd3f9cbf1451f8c2c1636";"51";"75";"M";"White";"NULL";"NULL";"NULL";"NULL"
"779";"cb5f97fb92c44cd6fa184dd2fc93b1a2";"44";"63";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"780";"fb44e6b5cb1a6f7becee08c48fa728fc";"50";"73";"M";"White";"NULL";"NULL";"NULL";"NULL"
"781";"6f20caafd7f05e1cf87777e8665c2f05";"55";"73";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"782";"970c92824312e8125eb6261aeb7ef9a0";"52";"70";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"783";"e0ac335ce321e9a083e01747b75515df";"49";"76";"M";"White";"Office of the Superintendant";"Office of the Superintendant";"Unknown";""
"784";"1a0c1413ed081a0d8c364bbc8439a6f7";"51";"71";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"785";"ab71494227afc4e46b807f06208c5fa6";"44";"70";"M";"Hispanic";"Office of the Superintendant";"NULL";"NULL";"NULL"
"786";"76de47a72ec811bf8ef13723e100743b";"37";"58";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"787";"250c675b998207d41baac31b7a60affc";"50";"72";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"788";"12b7e99319de6a24436dbb18e8e4617f";"22";"48";"M";"White";"NULL";"NULL";"NULL";"NULL"
"789";"7b1c811833304aa8e69a02d48466a971";"12";"45";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"Temporary";""
"790";"9d3eea063e778ae48c064694635894a9";"21";"44";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"791";"3e32943ca31c92ed4c0ca3678929538d";"19";"47";"M";"Hispanic";"FOB - Field Operations Bureau";"Third District";"Staff";""
"792";"e791a8214cb4cc2fe4a5add55242e086";"28";"43";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"793";"53f198271c92ae798bb230558064194d";"12";"34";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"794";"6914015bd76df7070410a019a0a9cc26";"10";"41";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"795";"2d2c9d37f6ad3c5ccd1f6b028667dc12";"11";"52";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"796";"9f40da76ed110b8b6e5cbe3ba2d370d6";"12";"45";"F";"Black / African American";"PIB - Public Integrity Bureau";"Staff";"Staff";""
"797";"ae43194a1c5c47e86508d6ddb330db34";"17";"45";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"798";"55269b4e7d9278de60ddfbf412dffc93";"17";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"799";"8435efbd9cf83356ac4a26c6889c8fa5";"19";"46";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"800";"069c0949cc402f30063b90e9a31f87e1";"10";"31";"M";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"801";"c806da0181d245ba4f35cf385ab29983";"22";"71";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"802";"f481e225687b6dcd18429e5202c29189";"17";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Staff";""
"803";"8bad747cfe1e2c6759f43daa0c414b53";"15";"40";"M";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"804";"417303ed3b5e6d87bd16727242d69019";"21";"46";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";""
"805";"8c0a944402768b5b9b1e68abfeabbe7b";"15";"36";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"B Platoon";""
"806";"2c37ab0f82073c3e9dde35990a4e3438";"22";"46";"M";"Hispanic";"FOB - Field Operations Bureau";"Second District";"Staff";""
"807";"a3b38a994974ef2914f18035bdcac6fe";"25";"50";"M";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"808";"902702d99069fe68c6369cf60dd09a36";"22";"47";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"LWOP";""
"809";"f9e5d61444bc62c455456c1605a38073";"10";"36";"F";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"D.I.U.";"Property"
"810";"3732f36185d3b13c99f9d1c6e5c5c3de";"17";"34";"F";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Evening Watch";""
"811";"48dfe3edab962e3545f011c481a7347e";"20";"41";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"812";"7f1a3c1373f458f441ee41a5c5ea9312";"21";"51";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"813";"7f46bf5c34b2dd47e708eff9d637f492";"18";"39";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"814";"8f61620c8845e57c18e18ef9f834e218";"22";"50";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"815";"b3172f72175dc33f5f7a722e9ef85a5e";"14";"50";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"1st Platoon";""
"816";"cb34446f84ad89491e8d4923bd03c8b7";"20";"39";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Street Gang Unit";"Squad B"
"817";"a031d4678cbf2d3558715e066e05b7ee";"22";"49";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"818";"d80397f8289585b7fbb0de71d1783aee";"15";"39";"M";"Hispanic";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"819";"d1f3db5ed66a4ecd1c5bf3b456e5606b";"10";"64";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"A Platoon";""
"820";"aab351d1546367211ee9ffcc4993d7a2";"12";"38";"M";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"Third District";"Staff";""
"821";"d34fef5547c4f837fe41124a8fca5527";"15";"37";"M";"White";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"822";"8b6742ff33e6f924553ef1b3ed5ff98f";"22";"52";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"823";"05dd4babc7400a9502da8b269ac1cb3d";"11";"34";"M";"White";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Intelligence Section";""
"824";"8dff79e4c49865fd67d6fcbede6fbb91";"45";"72";"M";"White";"NULL";"NULL";"NULL";"NULL"
"825";"b5358ad1246be18a74d156139a537cfb";"12";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Temporary";""
"826";"4ee451277c06d71c484f571be93c6534";"16";"40";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"827";"2abc7d0f41748c508cbf52d71667210f";"13";"36";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Workmans Compensation";""
"828";"d0bdd63fd219fefa2d6b97b2c5815cc6";"11";"38";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"LWOP";""
"829";"c3ad708acb2b90a9e40e48f729083e69";"18";"41";"F";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"830";"e0d339a0c656eb328677dc34d7fef843";"16";"48";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"831";"574d28f95f07080462ea3787b246502d";"21";"48";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"832";"aa124999ed861a9b8376505e53024bcf";"11";"47";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"Staff";""
"833";"e9ad4f5824557b9072580a97d370b258";"17";"48";"M";"Black / African American";"FOB - Field Operations Bureau";"Second District";"Staff";""
"834";"9d51ec62948320a5112d2c56410b2bb1";"9";"40";"M";"White";"FOB - Field Operations Bureau";"First District";"D.I.U.";"Property"
"835";"08621c18dca7dd7925e75e9892a95d39";"18";"43";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"836";"a71368f25c548eacad6efd0f13e0b17b";"15";"49";"M";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"Second District";"B Platoon";""
"837";"ef740e00eaa47fa19a627625eca2f450";"22";"46";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"838";"9cc2031e5c69ae19ee5380cab2d987da";"10";"32";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Special Victims  Section";"Sex Crimes Platoon 2"
"839";"e14b44a4689c4ded0d65a6b30d1bcd7f";"16";"54";"F";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"840";"6491b568f945b160a838429d9e1ac780";"12";"38";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"841";"54a79f27ceee3e6b86f901a6ccdb79db";"12";"44";"M";"Black / African American";"FOB - Field Operations Bureau";"Alternative Police Response";"";""
"842";"bc8fc5fb2bcb0ed4ef1088c686a747ff";"17";"41";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"843";"0e0b377a0e6413a4dfd206ec34f10866";"15";"39";"F";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Day Watch";""
"844";"89964311105a4cca0abf4e1980ad1161";"41";"66";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"845";"c7eb11db9dc765d0f30ceedf6eb4fdcd";"31";"64";"M";"White";"NULL";"NULL";"NULL";"NULL"
"846";"7fab34b7fa6f854bab88f2a74869142f";"12";"37";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";"NULL"
"847";"a4c2df567f4126f47075fb6646f6b11e";"12";"34";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Military Leave";""
"848";"0538e0c69f30c3b0d8a44101acd6c406";"22";"53";"M";"Native American";"NULL";"NULL";"NULL";"NULL"
"849";"b667cc5ac9de9ef6a9289bce95a0bd0b";"12";"35";"M";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"850";"cb1493c90cf610250029192976e27863";"11";"37";"F";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"851";"dbd0636bc1844ff538ace35a30d61f4b";"16";"50";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"852";"463049b9a307ba66303cb2871e724126";"18";"46";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Workmans Compensation";""
"853";"27e828a33eacd730c3ee05f5d415a8b6";"11";"32";"M";"White";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"1st Platoon"
"854";"873c7bd10293e1f9a880dafc75d1c48a";"12";"36";"M";"White";"FOB - Field Operations Bureau";"Third District";"Quality of Life";""
"855";"1341ca6be3a05d1c880655dcf0c61eee";"22";"45";"M";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"856";"bde11f5fa066ccb7bed64fda0fa18584";"18";"40";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"857";"dff752a5fb88a7f4a3c76ab321cfc2fa";"12";"39";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"858";"4e58a1d84761f416733cf80fc3c410a7";"17";"52";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"859";"83a07e4fbd3833ac981f4b2f86d1ef60";"12";"34";"M";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"860";"e693fa0bbfa4240917cd51c3e0a751c4";"21";"46";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"861";"ab4cb101bd544a2564d0e6fa0dd27f3a";"19";"44";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";""
"862";"74ad758a0f6233883f57a74086252315";"22";"45";"M";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"863";"5bc4942b481d8cc230cbf8e3ed2c7201";"22";"44";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"864";"ba94b2c2bcd58b70de63aa862704f573";"11";"32";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"865";"a18d76f4b0bcad9715a7c592f28ac622";"11";"32";"M";"Black / African American";"FOB - Field Operations Bureau";"Special Operations Division";"Traffic Section";"DWI Unit"
"866";"6004c9f968d35059ea6d8f9eb654e09a";"12";"46";"M";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"867";"35ffe21abbcfd5c798d71a4d213565b9";"11";"33";"M";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"868";"5fb6152c0166be7474099ba1ea4384c0";"10";"31";"M";"White";"FOB - Field Operations Bureau";"Special Operations Division";"Traffic Section";"DWI Unit"
"869";"70d9a9d0d3075a7bfeee231f0117929f";"9";"35";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Special Victims  Section";"Child Abuse Platoon 2"
"870";"af1bb01d2f2ae87a2fa5962c5a600308";"21";"47";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"871";"999625415764a58a3f471317f2c3b6ca";"22";"47";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"872";"f9b2834f724d88078b477043a59a694b";"21";"48";"M";"White";"NULL";"NULL";"NULL";"NULL"
"873";"af80655533cfcf4a0e679681e9a4356b";"12";"38";"M";"White";"FOB - Field Operations Bureau";"Second District";"A Platoon";""
"874";"c47dfcc1b9f2335c9109eec64d60ed03";"17";"44";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"875";"4fcfacbadba2f3d42889613bde8c03ba";"12";"37";"M";"White";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Homicide Section";"Squad E"
"876";"3c5248ca3270ad939bac1558d588504e";"10";"37";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"877";"e6923622db268793a29ed4a8bddf92e3";"22";"45";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"878";"c62bae9c5a1ad659c2037e131df06861";"11";"41";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"879";"b8d4f6cf96ca14942fe18e07fb8762b2";"15";"36";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"880";"9c84eeafa28dd06029f61d6e0ccdc8a8";"16";"39";"M";"White";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Narcotics Section";""
"881";"fd2dc5212acad5ff9ace266be5ecc3f7";"19";"43";"M";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"882";"69fb87f9245dfda43b7fc1e641b44f01";"11";"46";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"C Platoon";""
"883";"97ea992a5fb98728c1d201a72ba1da68";"22";"51";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";""
"884";"1f6c200e9eb15c97a67feacaab824b0e";"16";"44";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"885";"2288f10286d6236cb98b38e410377e35";"22";"45";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"886";"d4a2e25dc23c7b2c6d9a010cd5b70aba";"21";"50";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"887";"7a8c94b56b30b645288f7be517849fcc";"21";"52";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";""
